CASEID	SETID	CHOICE15	Alternative	FSG	FSO	TT	CHOICE01				
4168	474	4	3	0.702	0.792	0	0				
4168	474	4	4	1.792	2.677	12	1				
4168	474	4	5	1.22	18.568	0	0				
4180	475	5	1	0.388	0.252	0	0				
4180	475	5	2	0.085	0	0	0				
4180	475	5	3	0.183	0.328	0	0				
4180	475	5	4	0.733	5.931	0	0				
4180	475	5	5	4.358	16.2	12.02	1				
4180	476	1	1	2.773	4.402	0	1				
4180	476	1	2	0.085	0	0	0				
4180	476	1	3	0.183	0.328	0	0				
4180	476	1	4	0.733	5.931	0	0				
4180	476	1	5	1.381	1.629	6.84	0				
4188	477	4	1	1.188	3.2	1.43	0				
4188	477	4	2	0.842	0.956	0	0				
4188	477	4	3	0.067	2.329	0	0				
4188	477	4	4	2.705	89.841	2.34	1				
4188	477	4	5	20.452	83.361	2.34	0				
4196	478	4	1	0.842	0.956	3.45	0				
4196	478	4	2	1.19	1.597	0	0				
4196	478	4	3	1.188	3.2	3.34	0				
4196	478	4	4	1.463	2.508	1.23	1				
4196	478	4	5	0.552	3.932	2.94	0				
4196	479	3	1	1.463	2.508	1.23	0				
4196	479	3	2	1.19	1.597	0	0				
4196	479	3	3	3.153	6.816	6.99	1				
4196	479	3	4	1.188	3.2	3.34	0				
4196	479	3	5	0.842	0.956	3.45	0				
4201	480	1	1	1.025	0.104	0	1				
4201	480	1	2	0.646	0.194	0	0				
4201	480	1	3	2.274	8.347	0	0				
4201	480	1	4	1.76	14.651	0	0				
4201	480	1	5	1.491	0.69	9.44	0				
4201	481	5	1	1.813	2.566	15	0				
4201	481	5	2	0.646	0.194	0	0				
4201	481	5	3	2.274	8.347	0	0				
4201	481	5	4	1.76	14.651	0	0				
4201	481	5	5	1.025	0.104	0	1				
4201	482	4	1	1.76	14.651	0	0				
4201	482	4	2	0.646	0.194	0	0				
4201	482	4	3	2.274	8.347	0	0				
4201	482	4	4	1.025	0.104	0	1				
4201	482	4	5	1.813	2.566	6	0				
4201	483	4	1	1.76	14.651	0	0				
4201	483	4	2	0.646	0.194	0	0				
4201	483	4	3	2.274	8.347	0	0				
4201	483	4	4	1.025	0.104	0	1				
4201	483	4	5	1.813	2.566	6	0				
4209	484	5	1	0.927	2.632	7.36	0				
4209	484	5	2	0.646	0.194	3.97	0				
4209	484	5	3	1.76	14.651	3.97	0				
4209	484	5	4	1.813	2.566	6.89	0				
4209	484	5	5	2.274	8.347	3.97	1				
4209	485	4	1	1.813	2.566	6.89	0				
4209	485	4	2	0.646	0.194	3.97	0				
4209	485	4	3	1.76	14.651	3.97	0				
4209	485	4	4	2.274	8.347	3.97	1				
4209	485	4	5	0.927	2.632	8.22	0				
4211	486	4	1	1.813	2.566	6.89	0				
4211	486	4	2	0.646	0.194	3.97	0				
4211	486	4	3	1.76	14.651	3.97	0				
4211	486	4	4	2.274	8.347	3.97	1				
4211	486	4	5	0.927	2.632	8.22	0				
4211	487	5	1	0.927	2.632	8.22	0				
4211	487	5	2	0.646	0.194	3.97	0				
4211	487	5	3	1.76	14.651	3.97	0				
4211	487	5	4	1.813	2.566	6.89	0				
4211	487	5	5	2.274	8.347	3.97	1				
4212	488	5	1	0.646	0.194	3.97	0				
4212	488	5	2	0.217	0.216	0	0				
4212	488	5	3	1.816	3.919	6.09	0				
4212	488	5	4	0.233	1.47	0	0				
4212	488	5	5	1.617	1.259	0	1				
4213	489	4	1	0.036	0.276	10.56	0				
4213	489	4	2	1.506	0.632	7.48	0				
4213	489	4	3	2.199	9.42	12.56	0				
4213	489	4	4	2.677	9.375	12.56	1				
4213	489	4	5	0.233	1.47	0	0				
4215	490	1	1	1.028	4.333	0	1				
4215	490	1	2	1.548	12.008	0	0				
4215	490	1	3	1.491	0.69	8.88	0				
4215	490	1	4	2.932	2.181	14.12	0				
4215	490	1	5	1.506	0.632	7.48	0				
4215	491	1	1	1.028	4.333	0	1				
4215	491	1	2	1.548	12.008	0	0				
4215	491	1	3	1.491	0.69	8.88	0				
4215	491	1	4	2.932	2.181	14.12	0				
4215	491	1	5	1.556	0.434	18.16	0				
4217	492	1	1	1.617	1.259	0	1				
4217	492	1	2	0.217	0.216	0	0				
4217	492	1	3	1.816	3.919	6.09	0				
4217	492	1	4	0.233	1.47	0	0				
4217	492	1	5	0.163	1.31	7.59	0				
4219	493	5	1	0.163	1.31	7.59	0				
4219	493	5	2	0.217	0.216	0	0				
4219	493	5	3	1.816	3.919	6.09	0				
4219	493	5	4	0.233	1.47	0	0				
4219	493	5	5	1.617	1.259	0	1				
4221	494	5	1	0.163	1.31	7.59	0				
4221	494	5	2	0.217	0.216	0	0				
4221	494	5	3	1.816	3.919	6.09	0				
4221	494	5	4	0.233	1.47	0	0				
4221	494	5	5	1.617	1.259	0	1				
4223	495	1	1	1.617	1.259	0	1				
4223	495	1	2	0.217	0.216	0	0				
4223	495	1	3	1.816	3.919	6.09	0				
4223	495	1	4	0.233	1.47	0	0				
4223	495	1	5	0.163	1.31	7.59	0				
4226	496	3	1	1.816	3.919	6.09	0				
4226	496	3	2	0.217	0.216	0	0				
4226	496	3	3	1.617	1.259	0	1				
4226	496	3	4	0.233	1.47	0	0				
4226	496	3	5	0.163	1.31	7.59	0				
4228	497	5	1	0.233	1.47	0	0				
4228	497	5	2	3.153	6.816	2.46	0				
4228	497	5	3	1.73	15.564	2.46	0				
4228	497	5	4	0.526	3.918	3.47	0				
4228	497	5	5	1.463	2.508	4.19	1				
4228	498	2	1	3.153	6.816	2.46	0				
4228	498	2	2	1.463	2.508	4.19	1				
4228	498	2	3	1.73	15.564	2.46	0				
4228	498	2	4	0.526	3.918	3.47	0				
4228	498	2	5	1.19	1.597	4.12	0				
4229	499	5	1	1.19	1.597	13.68	0				
4229	499	5	2	3.153	6.816	9	0				
4229	499	5	3	1.184	0.228	11.88	0				
4229	499	5	4	0.526	3.918	15.28	0				
4229	499	5	5	1.73	15.564	9	1				
4229	500	3	1	1.184	0.228	11.88	0				
4229	500	3	2	3.153	6.816	9	0				
4229	500	3	3	1.73	15.564	9	1				
4229	500	3	4	0.526	3.918	15.28	0				
4229	500	3	5	1.188	3.2	24.92	0				
4233	501	5	1	1.19	1.597	26.08	0				
4233	501	5	2	1.184	0.228	0	0				
4233	501	5	3	3.153	6.816	15.12	0				
4233	501	5	4	1.73	15.564	15.12	0				
4233	501	5	5	0.526	3.918	9.72	1				
4240	502	5	1	0.036	0.276	10.64	0				
4240	502	5	2	2.199	9.42	0	0				
4240	502	5	3	2.449	6.044	17	0				
4240	502	5	4	1.506	0.632	8.84	0				
4240	502	5	5	2.677	9.375	0	1				
4240	503	3	1	2.199	9.42	0	0				
4240	503	3	2	2.677	9.375	0	0				
4240	503	3	3	1.506	0.632	8.84	1				
4240	503	3	4	0.036	0.276	13.08	0				
4240	503	3	5	2.449	6.044	17	0				
4248	504	5	1	0.322	1.712	7.32	0				
4248	504	5	2	1.506	0.632	0	0				
4248	504	5	3	2.199	9.42	3.11	0				
4248	504	5	4	0.036	0.276	4.88	0				
4248	504	5	5	2.677	9.375	3.11	1				
4249	505	1	1	1.506	0.632	0	1				
4249	505	1	2	2.677	9.375	8.84	0				
4249	505	1	3	2.199	9.42	8.84	0				
4249	505	1	4	0.036	0.276	14.36	0				
4249	505	1	5	0.322	1.712	23.56	0				
5005	506	1	1	1.331	3.291	15.89	1				
5005	506	1	2	0.074	0.13	0	0				
5005	506	1	3	0.193	0.375	0	0				
5005	506	1	4	0	1.064	0	0				
5005	506	1	5	0.686	0.368	8.45	0				
5006	507	4	1	2.063	3.878	4.36	0				
5006	507	4	2	0.167	0.356	0	0				
5006	507	4	3	0.442	0.125	4.36	0				
5006	507	4	4	0.231	2.347	4.36	1				
5006	507	4	5	0	1.064	0	0				
5016	508	2	1	1.324	2.309	4.23	0				
5016	508	2	2	1.335	5.049	4.23	1				
5016	508	2	3	1.651	22.007	4.23	0				
5016	508	2	4	1.828	8.66	5.76	0				
5016	508	2	5	0.084	0.809	11.77	0				
5023	509	2	1	0.686	0.368	0	0				
5023	509	2	2	0.863	7.471	0	1				
5023	509	2	3	0.724	2.219	0	0				
5023	509	2	4	0.28	5.127	24.52	0				
5023	509	2	5	1.324	2.309	11.8	0				
5036	510	5	1	0.231	2.347	28.76	0				
5036	510	5	2	0.803	1.587	0	0				
5036	510	5	3	1.345	6.319	0	0				
5036	510	5	4	0.058	0.189	16.68	0				
5036	510	5	5	0.869	0.214	36.64	1				
5039	511	5	1	0.803	1.587	0	0				
5039	511	5	2	2.201	30.672	0	0				
5039	511	5	3	0.903	0.735	2.67	0				
5039	511	5	4	1.324	2.309	6.3	0				
5039	511	5	5	1.192	2.578	0	1				
5040	512	2	1	1.192	2.578	0	0				
5040	512	2	2	1.22	18.568	9.49	1				
5040	512	2	3	2.201	30.672	0	0				
5040	512	2	4	1.324	2.309	6.3	0				
5040	512	2	5	1.335	5.049	6.3	0				
5046	513	3	1	1.563	1.184	0	0				
5046	513	3	2	0.678	1.653	0	0				
5046	513	3	3	2.701	4.208	10.47	1				
5046	513	3	4	0.254	3.056	0	0				
5046	513	3	5	0.36	0.1	5.56	0				
5048	514	4	1	0.36	0.1	16	0				
5048	514	4	2	0.678	1.653	0	0				
5048	514	4	3	0.254	3.056	0	0				
5048	514	4	4	1.563	1.184	0	1				
5048	514	4	5	1.792	2.677	16	0				
5067	515	5	1	0.483	0.884	0	0				
5067	515	5	2	0.26	0.128	0	0				
5067	515	5	3	0.275	4.672	0	0				
5067	515	5	4	0.889	0.48	34	0				
5067	515	5	5	2.578	3.929	0	1				
5073	516	1	1	1.028	4.333	4.06	1				
5073	516	1	2	0.081	0.491	2.95	0				
5073	516	1	3	1.491	0.69	2.95	0				
5073	516	1	4	1.548	12.008	4.06	0				
5073	516	1	5	2.932	2.181	5.81	0				
5073	517	2	1	0.081	0.491	2.95	0				
5073	517	2	2	1.028	4.333	4.06	1				
5073	517	2	3	1.491	0.69	2.95	0				
5073	517	2	4	1.548	12.008	4.06	0				
5073	517	2	5	2.932	2.181	5.81	0				
5078	518	4	1	0.086	0.103	25	0				
5078	518	4	2	0.527	0.106	0	0				
5078	518	4	3	2.477	10.492	0	0				
5078	518	4	4	1.239	12.395	0	1				
5078	518	4	5	1.491	0.69	9.44	0				
5078	519	2	1	0.527	0.106	0	0				
5078	519	2	2	1.239	12.395	0	1				
5078	519	2	3	2.477	10.492	0	0				
5078	519	2	4	0.086	0.103	25	0				
5078	519	2	5	0.671	1.492	30	0				
5079	520	2	1	3.479	27.106	0	0				
5079	520	2	2	4.16	19.515	0	1				
5079	520	2	3	0	0.697	7	0				
5079	520	2	4	2.473	1.131	7.12	0				
5079	520	2	5	0.527	0.106	0	0				
5079	521	5	1	1.817	1.498	3.69	0				
5079	521	5	2	4.16	19.515	0	0				
5079	521	5	3	3.479	27.106	0	0				
5079	521	5	4	2.473	1.131	2.47	0				
5079	521	5	5	0.135	0.169	2.22	1				
5082	522	5	1	4.16	19.515	0	0				
5082	522	5	2	1.504	0.198	0	0				
5082	522	5	3	0.671	1.492	5.07	0				
5082	522	5	4	0.527	0.106	7.31	0				
5082	522	5	5	1.239	12.395	7.31	1				
5085	523	1	1	4.16	19.515	13.81	1				
5085	523	1	2	0.258	0.813	5.37	0				
5085	523	1	3	0.709	0.269	8.13	0				
5085	523	1	4	0.084	0.809	8.13	0				
5085	523	1	5	0.148	2.754	8.13	0				
5087	524	4	1	2.063	3.878	0	0				
5087	524	4	2	0.442	0.125	0	0				
5087	524	4	3	0.231	2.347	0	0				
5087	524	4	4	3.153	6.816	10.54	1				
5087	524	4	5	0.233	1.47	6.09	0				
5091	525	4	1	0	0.281	16.88	0				
5091	525	4	2	0.413	4.402	0	0				
5091	525	4	3	0.817	1.505	16.88	0				
5091	525	4	4	1.491	8.362	26	1				
5091	525	4	5	0.231	2.347	0	0				
5093	526	5	1	1.335	5.049	19	0				
5093	526	5	2	1.828	8.66	0	0				
5093	526	5	3	0.601	1.054	28.24	0				
5093	526	5	4	1.324	2.309	19	0				
5093	526	5	5	2.922	8.606	0	1				
5097	527	5	1	1.645	7.01	12	0				
5097	527	5	2	6.33	11.383	8	0				
5097	527	5	3	1.395	0.527	21.72	0				
5097	527	5	4	1	0.665	12	0				
5097	527	5	5	2.925	4.548	8	1				
5098	528	2	1	0.078	0.112	0	0				
5098	528	2	2	1.816	3.919	0	1				
5098	528	2	3	1.617	1.259	18	0				
5098	528	2	4	0.233	1.47	18	0				
5098	528	2	5	6.33	11.383	8	0				
5099	529	1	1	1.192	2.578	0	1				
5099	529	1	2	2.201	30.672	0	0				
5099	529	1	3	0.903	0.735	2.67	0				
5099	529	1	4	1.324	2.309	6.3	0				
5099	529	1	5	1.335	5.049	6.3	0				
5100	530	1	1	1.192	2.578	0	1				
5100	530	1	2	2.201	30.672	0	0				
5100	530	1	3	0.903	0.735	10.24	0				
5100	530	1	4	1.324	2.309	28.68	0				
5100	530	1	5	1.335	5.049	28.68	0				
5110	531	5	1	1.192	2.578	0	0				
5110	531	5	2	1.828	8.66	0	0				
5110	531	5	3	2.922	8.606	0	0				
5110	531	5	4	1.324	2.309	8.83	0				
5110	531	5	5	1.335	5.049	8.83	1				
5120	532	3	1	1.491	0.69	1.97	0				
5120	532	3	2	0.081	0.491	1.97	0				
5120	532	3	3	1.028	4.333	4.14	1				
5120	532	3	4	1.548	12.008	4.14	0				
5120	532	3	5	0.629	0.779	0	0				
5127	533	4	1	0.036	0.276	4.88	0				
5127	533	4	2	2.677	9.375	3.11	0				
5127	533	4	3	2.199	9.42	3.11	0				
5127	533	4	4	1.506	0.632	0	1				
5127	533	4	5	1.491	0.69	1.97	0				
5135	534	2	1	0.068	0.045	0	0				
5135	534	2	2	1.841	7.523	0	1				
5135	534	2	3	0.114	0.359	0	0				
5135	534	2	4	0.274	5.555	0	0				
5135	534	2	5	1.506	0.632	0	0				
5145	535	5	1	0.06	0.026	0	0				
5145	535	5	2	2.932	2.181	8.76	0				
5145	535	5	3	1.028	4.333	19.76	0				
5145	535	5	4	1.556	0.434	18.96	0				
5145	535	5	5	2.109	1.759	0	1				
5154	536	4	1	1.622	7.598	7.08	0				
5154	536	4	2	0.629	0.779	0	0				
5154	536	4	3	1.044	4.743	0	0				
5154	536	4	4	0.834	1.25	0	1				
5154	536	4	5	1.817	1.498	8.82	0				
5154	537	5	1	1.817	1.498	8.82	0				
5154	537	5	2	0.629	0.779	0	0				
5154	537	5	3	1.044	4.743	0	0				
5154	537	5	4	1.622	7.598	7.08	0				
5154	537	5	5	0.834	1.25	0	1				
5156	538	3	1	0	5.333	0	0				
5156	538	3	2	0.063	1.05	0	0				
5156	538	3	3	0.898	56.296	8.92	1				
5156	538	3	4	6.617	95.932	8.92	0				
5156	538	3	5	1.447	2	7.48	0				
5159	539	1	1	0.699	2.341	0	1				
5159	539	1	2	0.11	0	6.22	0				
5159	539	1	3	0	0.03	6.76	0				
5159	539	1	4	0.681	6.536	8.11	0				
5159	539	1	5	0.063	1.05	0	0				
5164	540	4	1	0.772	1.424	10.08	0				
5164	540	4	2	0.106	0.327	8.36	0				
5164	540	4	3	7.024	12.895	8.36	0				
5164	540	4	4	1.309	2.066	0	1				
5164	540	4	5	1.192	2.578	10	0				
5198	541	5	1	10.325	37.322	9.2	0				
5198	541	5	2	0.045	0.111	0	0				
5198	541	5	3	1.331	9.861	7.68	0				
5198	541	5	4	1.325	30.295	9.2	0				
5198	541	5	5	0.384	0.551	0	1				
5198	542	4	1	1.331	9.861	2.3	0				
5198	542	4	2	0.045	0.111	0	0				
5198	542	4	3	0.384	0.551	0	0				
5198	542	4	4	1.325	30.295	2.76	1				
5198	542	4	5	10.325	37.322	2.76	0				
5207	543	2	1	10.325	37.322	0	0				
5207	543	2	2	1.325	30.295	0	1				
5207	543	2	3	0.045	0.111	9.2	0				
5207	543	2	4	0.384	0.551	9.2	0				
5207	543	2	5	1.331	9.861	11.2	0				
5216	544	2	1	0.105	0.07	0	0				
5216	544	2	2	3.418	6.65	0	1				
5216	544	2	3	0.077	0.195	0	0				
5216	544	2	4	0.379	0.225	0	0				
5216	544	2	5	0.449	0.349	9	0				
5220	545	4	1	0.62	1.827	10.24	0				
5220	545	4	2	0.449	0.349	0	0				
5220	545	4	3	0.619	1.542	10.24	0				
5220	545	4	4	3.418	6.65	9	1				
5220	545	4	5	0.379	0.225	0	0				
5237	546	3	1	0.619	1.542	4.8	0				
5237	546	3	2	0.895	0	0	0				
5237	546	3	3	3.83	7.566	0	1				
5237	546	3	4	0.62	1.827	4.8	0				
5237	546	3	5	0.442	0.457	17.56	0				
5237	547	2	1	0.895	0	0	0				
5237	547	2	2	3.83	7.566	0	1				
5237	547	2	3	0.619	1.542	4.8	0				
5237	547	2	4	0.62	1.827	4.8	0				
5237	547	2	5	0	4.573	4.8	0				
5247	548	2	1	0.105	0.07	0	0				
5247	548	2	2	5.19	59.651	11	1				
5247	548	2	3	0.077	0.195	0	0				
5247	548	2	4	0.379	0.225	0	0				
5247	548	2	5	3.83	7.566	0	0				
5250	549	1	1	3.418	6.65	9	1				
5250	549	1	2	0.449	0.349	0	0				
5250	549	1	3	0.619	1.542	10.24	0				
5250	549	1	4	0.62	1.827	10.24	0				
5250	549	1	5	0.379	0.225	0	0				
5256	550	5	1	0.449	0.349	0	0				
5256	550	5	2	0.806	0.112	0	0				
5256	550	5	3	1.153	1.903	0	0				
5256	550	5	4	2.792	1.896	0	0				
5256	550	5	5	1.223	42.422	4	1				
5256	551	1	1	1.153	1.903	0	1				
5256	551	1	2	0.806	0.112	0	0				
5256	551	1	3	2.792	1.896	0	0				
5256	551	1	4	0.163	1.31	6	0				
5256	551	1	5	0.054	1.601	6	0				
5264	552	5	1	0.45	0.401	0	0				
5264	552	5	2	0.578	0.105	0	0				
5264	552	5	3	2.932	2.181	1.91	0				
5264	552	5	4	0.148	3.677	3.81	0				
5264	552	5	5	2.121	41.669	3.81	1				
5266	553	3	1	0.077	0.195	0	0				
5266	553	3	2	0.105	0.07	0	0				
5266	553	3	3	3.418	6.65	0	1				
5266	553	3	4	0.379	0.225	0	0				
5266	553	3	5	0.449	0.349	3.36	0				
5268	554	4	1	1.774	1.95	3.34	0				
5268	554	4	2	0.867	0.197	0	0				
5268	554	4	3	0.574	0.593	2.47	0				
5268	554	4	4	5.19	59.651	7.4	1				
5268	554	4	5	0.379	0.225	0	0				
5268	555	4	1	1.774	1.95	3.34	0				
5268	555	4	2	0.867	0.197	0	0				
5268	555	4	3	0.574	0.593	2.47	0				
5268	555	4	4	3.418	6.65	5.65	1				
5268	555	4	5	0.379	0.225	5.65	0				
5271	556	5	1	0.552	3.932	9	0				
5271	556	5	2	1.556	0.434	7.68	0				
5271	556	5	3	0.148	3.677	4	0				
5271	556	5	4	6.438	77.335	4	0				
5271	556	5	5	2.121	41.669	4	1				
5271	557	5	1	2.932	2.181	11.92	0				
5271	557	5	2	1.556	0.434	7.68	0				
5271	557	5	3	0.148	3.677	4	0				
5271	557	5	4	6.438	77.335	4	0				
5271	557	5	5	2.121	41.669	4	1				
5276	558	5	1	1.556	0.434	7.68	0				
5276	558	5	2	0.625	0.577	0	0				
5276	558	5	3	1.424	1.132	7	0				
5276	558	5	4	0.176	4.754	11.44	0				
5276	558	5	5	1.223	42.422	13	1				
5277	559	4	1	6.438	77.335	2.38	0				
5277	559	4	2	0.148	3.677	2.38	0				
5277	559	4	3	2.121	41.669	2.38	0				
5277	559	4	4	1.556	0.434	2.22	1				
5277	559	4	5	0.625	0.577	0	0				
5277	560	3	1	2.121	41.669	2.38	0				
5277	560	3	2	0.148	3.677	2.38	0				
5277	560	3	3	1.556	0.434	2.22	1				
5277	560	3	4	6.438	77.335	2.38	0				
5277	560	3	5	2.932	2.181	3.42	0				
5277	561	3	1	0.148	3.677	2.38	0				
5277	561	3	2	1.556	0.434	2.22	0				
5277	561	3	3	2.932	2.181	3.42	1				
5277	561	3	4	2.121	41.669	2.38	0				
5277	561	3	5	6.438	77.335	2.38	0				
5277	562	4	1	2.121	41.669	2.38	0				
5277	562	4	2	1.556	0.434	2.22	0				
5277	562	4	3	0.148	3.677	2.38	0				
5277	562	4	4	2.932	2.181	3.42	1				
5277	562	4	5	6.438	77.335	2.38	0				
5278	563	2	1	0.148	3.677	0	0				
5278	563	2	2	2.121	41.669	0	1				
5278	563	2	3	6.438	77.335	0	0				
5278	563	2	4	0.388	0.252	8.36	0				
5278	563	2	5	1.556	0.434	7.68	0				
5278	564	1	1	2.121	41.669	0	1				
5278	564	1	2	0.148	3.677	0	0				
5278	564	1	3	6.438	77.335	0	0				
5278	564	1	4	0.388	0.252	8.36	0				
5278	564	1	5	1.556	0.434	10.64	0				
5278	565	4	1	0.388	0.252	2.89	0				
5278	565	4	2	0.148	3.677	0	0				
5278	565	4	3	2.121	41.669	0	0				
5278	565	4	4	6.438	77.335	0	1				
5278	565	4	5	1.556	0.434	3.17	0				
5278	566	1	1	6.438	77.335	0	1				
5278	566	1	2	0.148	3.677	0	0				
5278	566	1	3	2.121	41.669	0	0				
5278	566	1	4	0.388	0.252	2.89	0				
5278	566	1	5	1.556	0.434	3.17	0				
5289	567	1	1	1.265	0.315	0	1				
5289	567	1	2	0.143	0.065	0	0				
5289	567	1	3	1.148	1.063	0	0				
5289	567	1	4	0.442	0.457	0	0				
5289	567	1	5	6.617	95.932	11.6	0				
5295	568	5	1	1.424	1.132	20.68	0				
5295	568	5	2	0.456	0	0	0				
5295	568	5	3	0.176	4.754	0	0				
5295	568	5	4	0.625	0.577	11.44	0				
5295	568	5	5	2.952	4.534	0	1				
5317	569	4	1	0.267	3.67	25.44	0				
5317	569	4	2	0.889	0.48	0	0				
5317	569	4	3	4.358	16.2	14.24	0				
5317	569	4	4	1.199	13.735	0	1				
5317	569	4	5	1.309	2.066	11.24	0				
5317	570	4	1	0.267	3.67	25.44	0				
5317	570	4	2	0.889	0.48	0	0				
5317	570	4	3	4.358	16.2	14.24	0				
5317	570	4	4	1.199	13.735	0	1				
5317	570	4	5	2.939	2.361	25.44	0				
5320	571	3	1	1.614	1.645	0	0				
5320	571	3	2	0.113	0	0	0				
5320	571	3	3	3.61	5.189	9.47	1				
5320	571	3	4	1.314	6.22	4.03	0				
5320	571	3	5	1.645	0.59	4.65	0				
5323	572	2	1	0.303	0.18	0	0				
5323	572	2	2	1.85	1.213	0	1				
5323	572	2	3	0.066	1.777	9.96	0				
5323	572	2	4	0.295	0.197	0	0				
5323	572	2	5	1.614	1.645	0	0				
5330	573	2	1	1.645	7.01	0	0				
5330	573	2	2	1	0.665	0	1				
5330	573	2	3	2.925	4.548	5.94	0				
5330	573	2	4	6.33	11.383	5.94	0				
5330	573	2	5	0.483	0.884	9.35	0				
5331	574	5	1	1.645	7.01	0	0				
5331	574	5	2	0.26	0.128	0	0				
5331	574	5	3	0.275	4.672	0	0				
5331	574	5	4	0.889	0.48	10.46	0				
5331	574	5	5	2.578	3.929	0	1				
5333	575	5	1	1.199	13.735	10.46	0				
5333	575	5	2	0.26	0.128	0	0				
5333	575	5	3	0.275	4.672	0	0				
5333	575	5	4	0.889	0.48	10.46	0				
5333	575	5	5	2.578	3.929	0	1				
5334	576	5	1	0.26	0.128	0	0				
5334	576	5	2	0.974	0.572	0	0				
5334	576	5	3	0.016	4.009	0	0				
5334	576	5	4	1.172	0.726	6.6	0				
5334	576	5	5	0.898	56.296	24.7	1				
5334	577	4	1	0.508	4.824	8.31	0				
5334	577	4	2	0.016	4.009	0	0				
5334	577	4	3	1.172	0.726	6.6	0				
5334	577	4	4	0.974	0.572	0	1				
5334	577	4	5	1.938	5.322	8.31	0				
5349	578	2	1	2.932	2.181	0	0				
5349	578	2	2	0.513	0.104	7.44	1				
5349	578	2	3	2.109	1.759	8.76	0				
5349	578	2	4	1.556	0.434	13.32	0				
5349	578	2	5	1.172	0.726	15	0				
5352	579	3	1	1.184	0.228	9.72	0				
5352	579	3	2	0.526	3.918	0	0				
5352	579	3	3	3.153	6.816	11.8	1				
5352	579	3	4	1.73	15.564	11.8	0				
5352	579	3	5	1.19	1.597	22.76	0				
5363	580	2	1	0.456	0	1.56	0				
5363	580	2	2	0.898	56.296	17.16	1				
5363	580	2	3	0.176	4.754	1.56	0				
5363	580	2	4	2.952	4.534	1.56	0				
5363	580	2	5	1.73	15.564	4.2	0				
5363	581	2	1	0.456	0	1.56	0				
5363	581	2	2	0.898	56.296	17.16	1				
5363	581	2	3	0.176	4.754	1.56	0				
5363	581	2	4	2.952	4.534	1.56	0				
5363	581	2	5	0.625	0.577	3.67	0				
5363	582	3	1	0.176	4.754	1.56	0				
5363	582	3	2	0.456	0	1.56	0				
5363	582	3	3	1.148	1.063	17.2	1				
5363	582	3	4	2.952	4.534	1.56	0				
5363	582	3	5	0.625	0.577	3.67	0				
5363	583	5	1	0.625	0.577	3.67	0				
5363	583	5	2	0.456	0	1.56	0				
5363	583	5	3	0.176	4.754	1.56	0				
5363	583	5	4	2.952	4.534	1.56	0				
5363	583	5	5	1.148	1.063	17.2	1				
5364	584	3	1	0.176	4.754	0	0				
5364	584	3	2	0.456	0	0	0				
5364	584	3	3	1.223	42.422	5.88	1				
5364	584	3	4	2.952	4.534	0	0				
5364	584	3	5	0.625	0.577	3.67	0				
5365	585	5	1	0.625	0.577	2.56	0				
5365	585	5	2	0.435	0.1	0	0				
5365	585	5	3	0.176	4.754	0	0				
5365	585	5	4	2.952	4.534	0	0				
5365	585	5	5	0.456	0	0	1				
5368	586	2	1	0.456	0	1.56	0				
5368	586	2	2	1.424	1.132	5.72	1				
5368	586	2	3	0.176	4.754	1.56	0				
5368	586	2	4	2.952	4.534	1.56	0				
5368	586	2	5	0.625	0.577	3.67	0				
5368	587	2	1	0.456	0	1.56	0				
5368	587	2	2	1.424	1.132	5.72	1				
5368	587	2	3	0.176	4.754	1.56	0				
5368	587	2	4	2.952	4.534	1.56	0				
5368	587	2	5	0.625	0.577	3.67	0				
5372	588	5	1	0.625	0.577	11.44	0				
5372	588	5	2	0.456	0	0	0				
5372	588	5	3	0.176	4.754	0	0				
5372	588	5	4	2.952	4.534	0	0				
5372	588	5	5	1.424	1.132	20.68	1				
5376	589	1	1	2.925	4.548	0	1				
5376	589	1	2	6.33	11.383	0	0				
5376	589	1	3	1.645	7.01	5.94	0				
5376	589	1	4	1	0.665	5.94	0				
5376	589	1	5	0.176	4.754	0	0				
5376	590	3	1	1.645	7.01	5.94	0				
5376	590	3	2	6.33	11.383	0	0				
5376	590	3	3	2.925	4.548	0	1				
5376	590	3	4	1	0.665	5.94	0				
5376	590	3	5	3.4	17.619	8.19	0				
5379	591	3	1	1.395	0.527	7.52	0				
5379	591	3	2	6.33	11.383	2.8	0				
5379	591	3	3	2.925	4.548	2.8	1				
5379	591	3	4	1	0.665	7.58	0				
5379	591	3	5	1.645	7.01	5.94	0				
5381	592	2	1	6.33	11.383	0	0				
5381	592	2	2	2.925	4.548	0	1				
5381	592	2	3	1.645	7.01	12	0				
5381	592	2	4	1	0.665	12	0				
5381	592	2	5	0.799	0.937	21	0				
5381	593	2	1	6.33	11.383	0	0				
5381	593	2	2	2.925	4.548	0	1				
5381	593	2	3	1.645	7.01	12	0				
5381	593	2	4	1	0.665	12	0				
5381	593	2	5	3.4	17.619	19	0				
5384	594	5	1	3.4	17.619	19	0				
5384	594	5	2	6.33	11.383	0	0				
5384	594	5	3	1.645	7.01	12	0				
5384	594	5	4	1	0.665	12	0				
5384	594	5	5	2.925	4.548	0	1				
5384	595	5	1	3.4	17.619	19	0				
5384	595	5	2	6.33	11.383	0	0				
5384	595	5	3	1.645	7.01	12	0				
5384	595	5	4	1	0.665	12	0				
5384	595	5	5	2.925	4.548	0	1				
5387	596	4	1	1	0.665	12	0				
