CASEID	SETID	CHOICE15	Alternative	FSG	FSO	TT	CHOICE01				
7117	777	3	1	0.054	1.601	0	0				
7117	777	3	2	0.163	1.31	0	0				
7117	777	3	3	1.562	0.535	3.28	1				
7117	777	3	4	1.247	4.727	0	0				
7117	777	3	5	0.092	2.307	3.28	0				
7124	778	2	1	0.806	0.112	0	0				
7124	778	2	2	5.19	59.651	16.64	1				
7124	778	2	3	1.153	1.903	0	0				
7124	778	2	4	2.792	1.896	0	0				
7124	778	2	5	0.163	1.31	6	0				
7126	779	4	1	0.867	0.197	2.47	0				
7126	779	4	2	0.574	0.593	0	0				
7126	779	4	3	1.774	1.95	4.49	0				
7126	779	4	4	5.19	59.651	8.95	1				
7126	779	4	5	0.449	0.349	7.03	0				
7135	780	1	1	1.223	42.422	17	1				
7135	780	1	2	4.054	2.456	0	0				
7135	780	1	3	5.19	59.651	0	0				
7135	780	1	4	0.163	1.31	12.64	0				
7135	780	1	5	3.61	5.189	0	0				
7135	781	3	1	0.163	1.31	12.64	0				
7135	781	3	2	5.19	59.651	0	0				
7135	781	3	3	4.054	2.456	0	1				
7135	781	3	4	0.054	1.601	12.64	0				
7135	781	3	5	1.247	4.727	12.64	0				
7140	782	5	1	0.574	0.593	16	0				
7140	782	5	2	0.867	0.197	12.16	0				
7140	782	5	3	0.077	0.195	11.64	0				
7140	782	5	4	0.379	0.225	11.64	0				
7140	782	5	5	1.774	1.95	0	1				
7141	783	2	1	2.932	2.181	8.76	0				
7141	783	2	2	2.109	1.759	0	1				
7141	783	2	3	1.028	4.333	19.76	0				
7141	783	2	4	1.556	0.434	18.96	0				
7141	783	2	5	1.548	12.008	19.76	0				
7144	784	5	1	0.442	0.457	0	0				
7144	784	5	2	0.036	0.053	27.2	0				
7144	784	5	3	0.116	0.068	19	0				
7144	784	5	4	0.179	0.259	18	0				
7144	784	5	5	0.514	1.754	0	1				
7145	785	4	1	0.28	5.127	6.11	0				
7145	785	4	2	0.686	0.368	0	0				
7145	785	4	3	0.724	2.219	0	0				
7145	785	4	4	0.863	7.471	0	1				
7145	785	4	5	1.856	3.751	6.11	0				
7148	786	1	1	2.952	4.534	0	1				
7148	786	1	2	0.456	0	0	0				
7148	786	1	3	0.176	4.754	0	0				
7148	786	1	4	0.625	0.577	2.56	0				
7148	786	1	5	1.424	1.132	5.27	0				
7152	787	3	1	0.803	1.587	8.83	0				
7152	787	3	2	0.669	0.78	0	0				
7152	787	3	3	0.898	56.296	57.01	1				
7152	787	3	4	1.345	6.319	8.83	0				
7152	787	3	5	0.176	4.754	0	0				
7162	788	1	1	1.223	42.422	4.8	1				
7162	788	1	2	0.895	0	0	0				
7162	788	1	3	3.83	7.566	0	0				
7162	788	1	4	0.619	1.542	4.8	0				
7162	788	1	5	0.669	0.78	0	0				
7162	789	2	1	0.895	0	0	0				
7162	789	2	2	1.223	42.422	4.8	1				
7162	789	2	3	3.83	7.566	0	0				
7162	789	2	4	0.619	1.542	4.8	0				
7162	789	2	5	0.62	1.827	4.8	0				
7174	790	4	1	1.491	0.69	6.67	0				
7174	790	4	2	1.959	0.858	0	0				
7174	790	4	3	0.262	5.344	0	0				
7174	790	4	4	0.066	1.777	10.01	1				
7174	790	4	5	1.556	0.434	7.5	0				
7182	791	3	1	2.121	41.669	0	0				
7182	791	3	2	0.148	3.677	0	0				
7182	791	3	3	2.109	1.759	19	1				
7182	791	3	4	6.438	77.335	0	0				
7182	791	3	5	0.388	0.252	8.36	0				
7182	792	5	1	0.388	0.252	8.36	0				
7182	792	5	2	0.148	3.677	0	0				
7182	792	5	3	2.121	41.669	0	0				
7182	792	5	4	6.438	77.335	0	0				
7182	792	5	5	2.109	1.759	19	1				
7183	793	5	1	1.028	4.333	29.52	0				
7183	793	5	2	0.578	0.105	16.8	0				
7183	793	5	3	1.792	2.677	27.84	0				
7183	793	5	4	0.36	0.1	27.84	0				
7183	793	5	5	2.109	1.759	11.92	1				
7193	794	2	1	0.61	0.047	0	0				
7193	794	2	2	0.262	0.93	0	1				
7193	794	2	3	0.436	0.885	0	0				
7193	794	2	4	0.368	3.797	5.88	0				
7193	794	2	5	1.256	3.675	5.88	0				
7205	795	3	1	0.699	2.341	14.15	0				
7205	795	3	2	0.666	1.355	0	0				
7205	795	3	3	2.304	8.249	6.6	1				
7205	795	3	4	0.681	6.536	18.5	0				
7205	795	3	5	0.436	0.885	0	0				
7209	796	1	1	1.028	4.333	13.04	1				
7209	796	1	2	0.081	0.491	9.44	0				
7209	796	1	3	1.491	0.69	9.44	0				
7209	796	1	4	1.548	12.008	13.04	0				
7209	796	1	5	0.666	1.355	0	0				
7224	797	5	1	1.314	6.22	0	0				
7224	797	5	2	0.854	0.263	0	0				
7224	797	5	3	0.063	1.05	4.88	0				
7224	797	5	4	0	5.333	4.88	0				
7224	797	5	5	0.297	1.763	44.56	1				
7237	798	5	1	1.816	3.919	0	0				
7237	798	5	2	0.106	0.327	6.72	0				
7237	798	5	3	7.024	12.895	6.72	0				
7237	798	5	4	2.705	89.841	12.08	0				
7237	798	5	5	2.469	17.977	10.04	1				
7254	799	3	1	4.054	2.456	5.88	0				
7254	799	3	2	0.309	0.033	0	0				
7254	799	3	3	0.77	0.289	0	1				
7254	799	3	4	5.19	59.651	5.88	0				
7254	799	3	5	1.324	2.309	11.8	0				
7254	800	3	1	5.19	59.651	1.7	0				
7254	800	3	2	0.309	0.033	0	0				
7254	800	3	3	4.054	2.456	1.7	1				
7254	800	3	4	0.379	0.225	5.33	0				
7254	800	3	5	3.418	6.65	5.33	0				
7263	801	3	1	2.469	17.977	17.28	0				
7263	801	3	2	1.447	2	12.52	0				
7263	801	3	3	20.452	83.361	19.2	1				
7263	801	3	4	2.322	0.867	17.44	0				
7263	801	3	5	0.772	1.424	6.44	0				
7277	802	4	1	4.409	19.541	3.66	0				
7277	802	4	2	0.672	0.359	0	0				
7277	802	4	3	1.395	0.527	2.51	0				
7277	802	4	4	3.4	17.619	3.66	1				
7277	802	4	5	2.701	4.208	6.04	0				
7280	803	2	1	1.395	0.527	0	0				
7280	803	2	2	2.925	4.548	6.15	1				
7280	803	2	3	0	34.996	0	0				
7280	803	2	4	3.4	17.619	2.95	0				
7280	803	2	5	4.409	19.541	3.66	0				
7297	804	2	1	0.403	0.04	0	0				
7297	804	2	2	3.708	6.001	3.5	1				
7297	804	2	3	1.622	7.598	0	0				
7297	804	2	4	2.473	1.131	6.46	0				
7297	804	2	5	4.16	19.515	6.87	0				
7301	805	3	1	2.477	10.492	0	0				
7301	805	3	2	0.527	0.106	0	0				
7301	805	3	3	0.066	1.777	13.11	1				
7301	805	3	4	1.239	12.395	0	0				
7301	805	3	5	1.622	7.598	0	0				
7301	806	3	1	2.477	10.492	0	0				
7301	806	3	2	0.527	0.106	0	0				
7301	806	3	3	1.239	12.395	0	1				
7301	806	3	4	0.086	0.103	8.34	0				
7301	806	3	5	0.671	1.492	11.46	0				
7302	807	3	1	0.671	1.492	5.07	0				
7302	807	3	2	1.504	0.198	0	0				
7302	807	3	3	1.239	12.395	7.31	1				
7302	807	3	4	0.527	0.106	7.31	0				
7302	807	3	5	2.477	10.492	0	0				
7307	808	2	1	6.33	11.383	0	0				
7307	808	2	2	2.925	4.548	0	1				
7307	808	2	3	1.645	7.01	5.94	0				
7307	808	2	4	1	0.665	5.94	0				
7307	808	2	5	0.671	1.492	5.07	0				
7307	809	5	1	3.4	17.619	8.19	0				
7307	809	5	2	6.33	11.383	0	0				
7307	809	5	3	1.645	7.01	5.94	0				
7307	809	5	4	1	0.665	5.94	0				
7307	809	5	5	2.925	4.548	0	1				
7312	810	5	1	3.4	17.619	19	0				
7312	810	5	2	6.33	11.383	0	0				
7312	810	5	3	1.645	7.01	12	0				
7312	810	5	4	1	0.665	12	0				
7312	810	5	5	2.925	4.548	0	1				
7312	811	2	1	6.33	11.383	0	0				
7312	811	2	2	2.925	4.548	0	1				
7312	811	2	3	1.645	7.01	12	0				
7312	811	2	4	1	0.665	12	0				
7312	811	2	5	3.4	17.619	19	0				
7313	812	1	1	2.925	4.548	0	1				
7313	812	1	2	6.33	11.383	0	0				
7313	812	1	3	1.645	7.01	5.94	0				
7313	812	1	4	1	0.665	5.94	0				
7313	812	1	5	3.4	17.619	8.19	0				
7313	813	4	1	1	0.665	5.94	0				
7313	813	4	2	6.33	11.383	0	0				
7313	813	4	3	1.645	7.01	5.94	0				
7313	813	4	4	2.925	4.548	0	1				
7313	813	4	5	3.4	17.619	8.19	0				
7316	814	2	1	6.33	11.383	0	0				
7316	814	2	2	2.925	4.548	0	1				
7316	814	2	3	1.645	7.01	5.94	0				
7316	814	2	4	1	0.665	5.94	0				
7316	814	2	5	3.4	17.619	8.19	0				
7316	815	5	1	3.4	17.619	8.19	0				
7316	815	5	2	6.33	11.383	0	0				
7316	815	5	3	1.645	7.01	5.94	0				
7316	815	5	4	1	0.665	5.94	0				
7316	815	5	5	2.925	4.548	0	1				
7329	816	5	1	6.33	11.383	0	0				
7329	816	5	2	0.233	1.47	0	0				
7329	816	5	3	1.617	1.259	0	0				
7329	816	5	4	1.816	3.919	18.84	0				
7329	816	5	5	0.217	0.216	0	1				
7330	817	1	1	1.184	0.228	5.21	1				
7330	817	1	2	3.153	6.816	0	0				
7330	817	1	3	1.73	15.564	0	0				
7330	817	1	4	0.526	3.918	4.05	0				
7330	817	1	5	1.19	1.597	6.99	0				
7333	818	5	1	0.526	3.918	10	0				
7333	818	5	2	1.73	15.564	12.48	0				
7333	818	5	3	1.188	3.2	15.92	0				
7333	818	5	4	0.842	0.956	16.28	0				
7333	818	5	5	3.153	6.816	12.48	1				
7334	819	4	1	0.526	3.918	10	0				
7334	819	4	2	3.153	6.816	7.24	0				
7334	819	4	3	1.73	15.564	7.24	0				
7334	819	4	4	1.184	0.228	14.24	1				
7334	819	4	5	1.188	3.2	15.92	0				
7334	820	2	1	3.153	6.816	7.24	0				
7334	820	2	2	1.184	0.228	14.24	1				
7334	820	2	3	1.73	15.564	7.24	0				
7334	820	2	4	0.526	3.918	10	0				
7334	820	2	5	1.19	1.597	13.68	0				
7336	821	2	1	3.153	6.816	0	0				
7336	821	2	2	0.526	3.918	4.05	1				
7336	821	2	3	1.73	15.564	0	0				
7336	821	2	4	1.19	1.597	6.99	0				
7336	821	2	5	1.463	2.508	4.19	0				
7337	822	2	1	1.73	15.564	9	0				
7337	822	2	2	3.153	6.816	9	1				
7337	822	2	3	1.184	0.228	11.88	0				
7337	822	2	4	0.526	3.918	15.28	0				
7337	822	2	5	1.19	1.597	21.4	0				
7337	823	4	1	0.526	3.918	15.28	0				
7337	823	4	2	1.73	15.564	9	0				
7337	823	4	3	1.184	0.228	11.88	0				
7337	823	4	4	3.153	6.816	9	1				
7337	823	4	5	1.188	3.2	24.92	0				
7337	824	4	1	0.526	3.918	15.28	0				
7337	824	4	2	3.153	6.816	9	0				
7337	824	4	3	1.184	0.228	11.88	0				
7337	824	4	4	1.73	15.564	9	1				
7337	824	4	5	1.188	3.2	24.92	0				
7337	825	3	1	1.184	0.228	11.88	0				
7337	825	3	2	3.153	6.816	9	0				
7337	825	3	3	1.73	15.564	9	1				
7337	825	3	4	0.526	3.918	15.28	0				
7337	825	3	5	1.188	3.2	24.92	0				
7347	826	5	1	0.629	0.779	11.2	0				
7347	826	5	2	0.106	0.327	6.72	0				
7347	826	5	3	7.024	12.895	6.72	0				
7347	826	5	4	2.469	17.977	10.04	0				
7347	826	5	5	20.452	83.361	12.08	1				
7349	827	2	1	0.629	0.779	0	0				
7349	827	2	2	0.834	1.25	0	1				
7349	827	2	3	1.044	4.743	0	0				
7349	827	2	4	1.622	7.598	23.92	0				
7349	827	2	5	1.817	1.498	29.96	0				
7349	828	4	1	1.622	7.598	23.92	0				
7349	828	4	2	0.629	0.779	0	0				
7349	828	4	3	1.044	4.743	0	0				
7349	828	4	4	0.834	1.25	0	1				
7349	828	4	5	1.817	1.498	29.96	0				
7354	829	2	1	0.629	0.779	0	0				
7354	829	2	2	0.834	1.25	0	1				
7354	829	2	3	1.044	4.743	0	0				
7354	829	2	4	1.622	7.598	7.08	0				
7354	829	2	5	1.817	1.498	8.82	0				
7354	830	2	1	0.629	0.779	0	0				
7354	830	2	2	0.834	1.25	0	1				
7354	830	2	3	1.044	4.743	0	0				
7354	830	2	4	1.622	7.598	7.08	0				
7354	830	2	5	1.817	1.498	8.82	0				
7354	831	1	1	3.708	6.001	8.9	1				
7354	831	1	2	0.629	0.779	0	0				
7354	831	1	3	0.834	1.25	0	0				
7354	831	1	4	1.044	4.743	0	0				
7354	831	1	5	1.622	7.598	7.08	0				
7354	832	1	1	3.708	6.001	8.9	1				
7354	832	1	2	0.629	0.779	0	0				
7354	832	1	3	0.834	1.25	0	0				
7354	832	1	4	1.044	4.743	0	0				
7354	832	1	5	1.622	7.598	7.08	0				
7356	833	5	1	0.629	0.779	0	0				
7356	833	5	2	2.932	2.181	8.76	0				
7356	833	5	3	1.028	4.333	19.76	0				
7356	833	5	4	1.556	0.434	18.96	0				
7356	833	5	5	2.109	1.759	0	1				
7356	834	5	1	1.548	12.008	5.78	0				
7356	834	5	2	2.109	1.759	0	0				
7356	834	5	3	1.028	4.333	5.78	0				
7356	834	5	4	1.556	0.434	5.57	0				
7356	834	5	5	2.932	2.181	2.89	1				
7359	835	3	1	0.671	1.492	16	0				
7359	835	3	2	1.504	0.198	0	0				
7359	835	3	3	1.239	12.395	18.28	1				
7359	835	3	4	0.527	0.106	18.28	0				
7359	835	3	5	2.477	10.492	18.28	0				
7360	836	2	1	1.504	0.198	0	0				
7360	836	2	2	1.239	12.395	18.28	1				
7360	836	2	3	0.671	1.492	16	0				
7360	836	2	4	0.527	0.106	18.28	0				
7360	836	2	5	2.477	10.492	18.28	0				
7368	837	2	1	0.217	0.216	0	0				
7368	837	2	2	1.617	1.259	0	1				
7368	837	2	3	1.816	3.919	18.84	0				
7368	837	2	4	0.233	1.47	0	0				
7368	837	2	5	2.932	2.181	8.76	0				
8001	838	5	1	0.233	1.47	0	0				
8001	838	5	2	0.413	4.402	16.88	0				
8001	838	5	3	1.186	4.104	15.4	0				
8001	838	5	4	0	0.281	0	0				
8001	838	5	5	0.817	1.505	0	1				
8003	839	2	1	0.817	1.505	0	0				
8003	839	2	2	2.705	89.841	15.61	1				
8003	839	2	3	0.413	4.402	4.85	0				
8003	839	2	4	0	0.281	0	0				
8003	839	2	5	1.186	4.104	4.96	0				
8003	840	4	1	0	0.281	0	0				
8003	840	4	2	0.413	4.402	4.85	0				
8003	840	4	3	1.186	4.104	4.96	0				
8003	840	4	4	0.817	1.505	0	1				
8003	840	4	5	1.09	6.583	4.96	0				
8019	841	1	1	1.223	42.422	9.19	1				
8019	841	1	2	0.217	0.216	0	0				
8019	841	1	3	1.617	1.259	0	0				
8019	841	1	4	0.233	1.47	0	0				
8019	841	1	5	1.172	0.726	7.8	0				
8029	842	4	1	0.177	0.907	6.28	0				
8029	842	4	2	0.098	0.634	0	0				
8029	842	4	3	0.297	1.763	0	0				
8029	842	4	4	2.705	89.841	18.88	1				
8029	842	4	5	1.481	1.372	6.28	0				
8034	843	1	1	1.239	12.395	18.28	1				
8034	843	1	2	1.504	0.198	0	0				
8034	843	1	3	0.671	1.492	16	0				
8034	843	1	4	0.527	0.106	18.28	0				
8034	843	1	5	0.909	0.916	0	0				
8035	844	3	1	2.477	10.492	0	0				
8035	844	3	2	0.527	0.106	0	0				
8035	844	3	3	1.239	12.395	0	1				
8035	844	3	4	0.086	0.103	25	0				
8035	844	3	5	0.671	1.492	30	0				
8070	845	3	1	2.274	8.347	23.8	0				
8070	845	3	2	0.075	0.315	0	0				
8070	845	3	3	0.927	2.632	0	1				
8070	845	3	4	0.646	0.194	23.8	0				
8070	845	3	5	0.799	0.937	0	0				
8073	846	4	1	1.199	13.735	15.16	0				
8073	846	4	2	0.091	0.401	5.12	0				
8073	846	4	3	0.889	0.48	15.16	0				
8073	846	4	4	4.358	16.2	5.12	1				
8073	846	4	5	0.646	0.194	23.8	0				
8073	847	4	1	1.199	13.735	15.16	0				
8073	847	4	2	0.091	0.401	5.12	0				
8073	847	4	3	0.889	0.48	15.16	0				
8073	847	4	4	4.358	16.2	5.12	1				
8073	847	4	5	1.381	1.629	30.6	0				
8076	848	1	1	1.325	30.295	11.14	1				
8076	848	1	2	0.413	4.402	0	0				
8076	848	1	3	0.817	1.505	4.85	0				
8076	848	1	4	0	0.281	4.85	0				
8076	848	1	5	0.995	1.513	0	0				
8076	849	5	1	0.995	1.513	6.2	0				
8076	849	5	2	0.413	4.402	0	0				
8076	849	5	3	0.817	1.505	4.85	0				
8076	849	5	4	0	0.281	4.85	0				
8076	849	5	5	1.22	18.568	8.76	1				
8078	850	1	1	2.274	8.347	3.97	1				
8078	850	1	2	0.646	0.194	3.97	0				
8078	850	1	3	1.76	14.651	3.97	0				
8078	850	1	4	1.813	2.566	6.89	0				
8078	850	1	5	0.413	4.402	0	0				
8078	851	5	1	0.927	2.632	8.22	0				
8078	851	5	2	0.646	0.194	3.97	0				
8078	851	5	3	1.76	14.651	3.97	0				
8078	851	5	4	1.813	2.566	6.89	0				
8078	851	5	5	2.274	8.347	3.97	1				
8078	852	3	1	2.274	8.347	3.97	0				
8078	852	3	2	1.025	0.104	3.97	0				
8078	852	3	3	0.646	0.194	3.97	1				
8078	852	3	4	1.76	14.651	3.97	0				
8078	852	3	5	1.813	2.566	6.89	0				
8078	853	2	1	1.025	0.104	3.97	0				
8078	853	2	2	0.646	0.194	3.97	1				
8078	853	2	3	2.274	8.347	3.97	0				
8078	853	2	4	1.76	14.651	3.97	0				
8078	853	2	5	1.813	2.566	6.89	0				
8084	854	3	1	1.447	2	26	0				
8084	854	3	2	2.322	0.867	5.44	0				
8084	854	3	3	1.22	18.568	9.48	1				
8084	854	3	4	0.036	0.276	21	0				
8084	854	3	5	0.646	0.194	0	0				
8084	855	1	1	1.325	30.295	7.85	1				
8084	855	1	2	2.322	0.867	1.7	0				
8084	855	1	3	1.22	18.568	3.33	0				
8084	855	1	4	0.036	0.276	5.72	0				
8084	855	1	5	1.447	2	6.03	0				
8085	856	1	1	1.025	0.104	0	1				
8085	856	1	2	0.646	0.194	0	0				
8085	856	1	3	2.274	8.347	0	0				
8085	856	1	4	1.76	14.651	0	0				
8085	856	1	5	1.813	2.566	15	0				
8085	857	4	1	1.76	14.651	0	0				
8085	857	4	2	0.646	0.194	0	0				
8085	857	4	3	2.274	8.347	0	0				
8085	857	4	4	1.025	0.104	0	1				
8085	857	4	5	1.813	2.566	15	0				
8087	858	3	1	4.358	16.2	14.24	0				
8087	858	3	2	0.889	0.48	0	0				
8087	858	3	3	1.199	13.735	0	1				
8087	858	3	4	0.267	3.67	25.44	0				
8087	858	3	5	0.646	0.194	0	0				
8087	859	2	1	0.889	0.48	0	0				
8087	859	2	2	1.199	13.735	0	1				
8087	859	2	3	4.358	16.2	14.24	0				
8087	859	2	4	0.267	3.67	25.44	0				
8087	859	2	5	2.939	2.361	25.44	0				
8089	860	3	1	0.9	5.818	4.89	0				
8089	860	3	2	0.135	0.409	0	0				
8089	860	3	3	1.325	30.295	12.74	1				
8089	860	3	4	1.031	7.272	7.45	0				
8089	860	3	5	3.403	12.516	7.45	0				
8102	861	5	1	1.622	7.598	24.96	0				
8102	861	5	2	4.16	19.515	7.12	0				
8102	861	5	3	3.479	27.106	7.12	0				
8102	861	5	4	1.817	1.498	20.8	0				
8102	861	5	5	2.473	1.131	0	1				
8107	862	4	1	2.473	1.131	7.12	0				
8107	862	4	2	3.479	27.106	0	0				
8107	862	4	3	0	0.697	7	0				
8107	862	4	4	4.16	19.515	0	1				
8107	862	4	5	1.817	1.498	20.8	0				
8107	863	3	1	3.479	27.106	0	0				
8107	863	3	2	4.16	19.515	0	0				
8107	863	3	3	2.473	1.131	2.47	1				
8107	863	3	4	1.817	1.498	3.69	0				
8107	863	3	5	1.622	7.598	6.87	0				
8139	864	5	1	1.622	7.598	0	0				
8139	864	5	2	2.925	4.548	0	0				
8139	864	5	3	6.33	11.383	0	0				
8139	864	5	4	1	0.665	5.94	0				
8139	864	5	5	4.409	19.541	8.19	1				
8139	865	4	1	1	0.665	5.94	0				
8139	865	4	2	2.925	4.548	0	0				
8139	865	4	3	6.33	11.383	0	0				
8139	865	4	4	4.409	19.541	8.19	1				
8139	865	4	5	1.645	7.01	5.94	0				
8139	866	3	1	1.645	7.01	5.94	0				
8139	866	3	2	6.33	11.383	0	0				
8139	866	3	3	2.925	4.548	0	1				
8139	866	3	4	1	0.665	5.94	0				
8139	866	3	5	3.4	17.619	8.19	0				
8139	867	2	1	6.33	11.383	0	0				
8139	867	2	2	2.925	4.548	0	1				
8139	867	2	3	1.645	7.01	5.94	0				
8139	867	2	4	1	0.665	5.94	0				
8139	867	2	5	3.4	17.619	8.19	0				
8143	868	5	1	6.33	11.383	0	0				
8143	868	5	2	0.417	0	0	0				
8143	868	5	3	3.4	17.619	0	0				
8143	868	5	4	2.701	4.208	7.48	0				
8143	868	5	5	4.409	19.541	0	1				
8144	869	2	1	0.26	0.128	0	0				
8144	869	2	2	2.578	3.929	0	1				
8144	869	2	3	0.275	4.672	0	0				
8144	869	2	4	0.889	0.48	10.46	0				
8144	869	2	5	3.4	17.619	0	0				
8168	870	2	1	0.403	0.04	0	0				
8168	870	2	2	3.708	6.001	3.5	1				
8168	870	2	3	1.622	7.598	0	0				
8168	870	2	4	2.473	1.131	6.46	0				
8168	870	2	5	3.479	27.106	6.87	0				
8169	871	5	1	3.401	21.946	8.8	0				
8169	871	5	2	4.406	10.446	0	0				
8169	871	5	3	1.192	2.578	7.41	0				
8169	871	5	4	2.201	30.672	7.41	0				
8169	871	5	5	3.289	9.748	8.8	1				
8174	872	1	1	1.22	18.568	9.48	1				
8174	872	1	2	2.322	0.867	5.44	0				
8174	872	1	3	1.447	2	26	0				
8174	872	1	4	0.036	0.276	21	0				
8174	872	1	5	1.309	2.066	23.64	0				
8175	873	1	1	1.22	18.568	8.12	1				
8175	873	1	2	2.322	0.867	0	0				
8175	873	1	3	1.309	2.066	20.12	0				
8175	873	1	4	7.024	12.895	22	0				
8175	873	1	5	0.036	0.276	21	0				
8175	874	4	1	1.309	2.066	4.8	0				
8175	874	4	2	2.322	0.867	0	0				
8175	874	4	3	1.22	18.568	2.61	0				
8175	874	4	4	7.024	12.895	5.24	1				
8175	874	4	5	0.036	0.276	5.59	0				
8190	875	4	1	1.548	12.008	4.06	0				
8190	875	4	2	0.081	0.491	2.95	0				
8190	875	4	3	1.491	0.69	2.95	0				
8190	875	4	4	1.028	4.333	4.06	1				
8190	875	4	5	2.932	2.181	5.81	0				
8190	876	1	1	1.028	4.333	4.06	1				
8190	876	1	2	0.081	0.491	2.95	0				
8190	876	1	3	1.491	0.69	2.95	0				
8190	876	1	4	1.548	12.008	4.06	0				
8190	876	1	5	2.932	2.181	5.81	0				
8201	877	5	1	2.287	1.42	0	0				
8201	877	5	2	0.106	0.327	2.37	0				
8201	877	5	3	1.309	2.066	4.63	0				
8201	877	5	4	0.772	1.424	2.91	0				
8201	877	5	5	7.024	12.895	2.37	1				
8201	878	3	1	7.024	12.895	7.88	0				
8201	878	3	2	0.106	0.327	7.88	0				
8201	878	3	3	20.452	83.361	17.56	1				
8201	878	3	4	0.772	1.424	8.92	0				
8201	878	3	5	1.309	2.066	15.48	0				
8205	879	2	1	0.772	1.424	0	0				
8205	879	2	2	2.469	17.977	6.03	1				
8205	879	2	3	7.024	12.895	2.19	0				
8205	879	2	4	1.309	2.066	3.56	0				
8205	879	2	5	2.705	89.841	5.75	0				
8210	880	3	1	0.067	2.329	4.76	0				
8210	880	3	2	1.188	3.2	0	0				
8210	880	3	3	0.842	0.956	4.76	1				
8210	880	3	4	1.19	1.597	10.08	0				
8210	880	3	5	1.463	2.508	10.32	0				
8210	881	4	1	1.19	1.597	10.08	0				
8210	881	4	2	1.188	3.2	0	0				
8210	881	4	3	0.067	2.329	4.76	0				
8210	881	4	4	0.842	0.956	4.76	1				
8210	881	4	5	1.463	2.508	10.32	0				
8224	882	5	1	3.153	6.816	2.46	0				
8224	882	5	2	4.16	19.515	2.47	0				
8224	882	5	3	3.479	27.106	2.47	0				
8224	882	5	4	1.817	1.498	5.99	0				
8224	882	5	5	2.473	1.131	0	1				
8225	883	4	1	0.295	0.197	15.08	0				
8225	883	4	2	0.799	0.148	17.88	0				
8225	883	4	3	1.85	1.213	15.08	0				
8225	883	4	4	1.911	0.686	18.52	1				
8225	883	4	5	2.473	1.131	0	0				
8244	884	4	1	1.309	2.066	5.01	0				
8244	884	4	2	0.772	1.424	1.93	0				
8244	884	4	3	7.024	12.895	4.85	0				
8244	884	4	4	1.031	0.402	1.93	1				
8244	884	4	5	2.469	17.977	6.03	0				
8245	885	5	1	20.452	83.361	11	0				
8245	885	5	2	0.552	3.932	8.96	0				
8245	885	5	3	2.469	17.977	10	0				
8245	885	5	4	2.705	89.841	11	0				
8245	885	5	5	1.447	2	0	1				
8249	886	4	1	2.469	17.977	6.03	0				
8249	886	4	2	0.772	1.424	0	0				
8249	886	4	3	1.309	2.066	3.56	0				
8249	886	4	4	7.024	12.895	2.19	1				
8249	886	4	5	0.552	3.932	2.37	0				
8255	887	2	1	1.031	0.402	0	0				
8255	887	2	2	2.705	89.841	7.27	1				
8255	887	2	3	7.024	12.895	4.24	0				
8255	887	2	4	0.772	1.424	2.52	0				
8255	887	2	5	1.309	2.066	3.56	0				
8255	888	2	1	0.772	1.424	2.52	0				
8255	888	2	2	1.031	0.402	0	1				
8255	888	2	3	7.024	12.895	4.24	0				
8255	888	2	4	1.309	2.066	5.6	0				
8255	888	2	5	2.469	17.977	7.01	0				
8256	889	2	1	1.556	0.434	1.36	0				
8256	889	2	2	1.023	0.194	0	1				
8256	889	2	3	1.101	0.46	2.14	0				
8256	889	2	4	0.148	3.677	4.11	0				
8256	889	2	5	0.772	1.424	2.52	0				
8271	890	1	1	1.85	1.213	0	1				
8271	890	1	2	0.303	0.18	0	0				
8271	890	1	3	0.066	1.777	9.96	0				
8271	890	1	4	0.295	0.197	0	0				
8271	890	1	5	0.148	3.677	10.64	0				
8271	891	1	1	2.121	41.669	7.7	1				
8271	891	1	2	0.303	0.18	0	0				
8271	891	1	3	1.85	1.213	0	0				
8271	891	1	4	0.295	0.197	0	0				
8271	891	1	5	0.066	1.777	4.34	0				
8282	892	5	1	1.188	3.2	2.98	0				
8282	892	5	2	0.067	2.329	2.31	0				
8282	892	5	3	1.19	1.597	2.82	0				
8282	892	5	4	1.463	2.508	2.89	0				
8282	892	5	5	0.842	0.956	2.31	1				
8283	893	2	1	0.063	1.05	0	0				
8283	893	2	2	0.898	56.296	3.35	1				
8283	893	2	3	0	5.333	0	0				
8283	893	2	4	6.617	95.932	3.35	0				
8283	893	2	5	0.45	0.401	5.08	0				
8294	894	3	1	1.765	0.655	12.96	0				
8294	894	3	2	0.066	0	0	0				
8294	894	3	3	3.61	5.189	0	1				
8294	894	3	4	0.898	56.296	16.12	0				
8294	894	3	5	2.725	3.107	0	0				
8311	895	5	1	0.322	1.712	0	0				
8311	895	5	2	0.854	0.263	0	0				
8311	895	5	3	0.063	1.05	4.88	0				
8311	895	5	4	0	5.333	4.88	0				
8311	895	5	5	0.898	56.296	7.17	1				
8320	896	3	1	1.153	1.903	0	0				
8320	896	3	2	0.806	0.112	0	0				
8320	896	3	3	5.19	59.651	16.64	1				
8320	896	3	4	2.792	1.896	0	0				
8320	896	3	5	4.358	16.2	5.12	0				
8321	897	1	1	4.16	19.515	7.12	1				
8321	897	1	2	2.473	1.131	0	0				
8321	897	1	3	3.479	27.106	7.12	0				
8321	897	1	4	1.817	1.498	20.8	0				
8321	897	1	5	1.153	1.903	0	0				
